content_key,show_id,type,title,release_year,date_added,year_added,month_added,country,primary_country,language,popularity,vote_average,vote_count,has_valid_votes,weighted_rating,genres_harmonized,genre
movies_54694,54694,Movie,Pony Excess,2010,2010-12-11,2010,12,United States of America,United States of America,en,3.871,7.2,20,True,6.69,Documentary,Documentary
movies_111039,111039,Movie,Second Chances,2010,2010-05-06,2010,5,Canada,Canada,en,3.863,4.6,17,True,6.46,"TV Movie, Thriller, Crime, Mystery",TV Movie
movies_111039,111039,Movie,Second Chances,2010,2010-05-06,2010,5,Canada,Canada,en,3.863,4.6,17,True,6.46,"TV Movie, Thriller, Crime, Mystery",Thriller
movies_111039,111039,Movie,Second Chances,2010,2010-05-06,2010,5,Canada,Canada,en,3.863,4.6,17,True,6.46,"TV Movie, Thriller, Crime, Mystery",Crime
movies_111039,111039,Movie,Second Chances,2010,2010-05-06,2010,5,Canada,Canada,en,3.863,4.6,17,True,6.46,"TV Movie, Thriller, Crime, Mystery",Mystery
movies_58884,58884,Movie,Sympathy for Delicious,2010,2010-04-09,2010,4,United States of America,United States of America,en,3.86,5.838,34,True,6.51,Drama,Drama
movies_12445,12445,Movie,Harry Potter and the Deathly Hallows: Part 2,2011,2011-07-12,2011,7,"United Kingdom, United States of America",United Kingdom,en,115.252,8.089,20842,True,8.08,"Fantasy, Adventure",Fantasy
movies_12445,12445,Movie,Harry Potter and the Deathly Hallows: Part 2,2011,2011-07-12,2011,7,"United Kingdom, United States of America",United Kingdom,en,115.252,8.089,20842,True,8.08,"Fantasy, Adventure",Adventure
movies_1865,1865,Movie,Pirates of the Caribbean: On Stranger Tides,2011,2011-05-15,2011,5,"United Kingdom, United States of America",United Kingdom,en,102.748,6.556,14166,True,6.56,"Adventure, Action, Fantasy",Adventure
movies_1865,1865,Movie,Pirates of the Caribbean: On Stranger Tides,2011,2011-05-15,2011,5,"United Kingdom, United States of America",United Kingdom,en,102.748,6.556,14166,True,6.56,"Adventure, Action, Fantasy",Action
movies_1865,1865,Movie,Pirates of the Caribbean: On Stranger Tides,2011,2011-05-15,2011,5,"United Kingdom, United States of America",United Kingdom,en,102.748,6.556,14166,True,6.56,"Adventure, Action, Fantasy",Fantasy
movies_82023,82023,Movie,Hotel Desire,2011,2011-12-07,2011,12,Germany,Germany,de,97.948,6.0,117,True,6.39,"Drama, Romance",Drama
movies_82023,82023,Movie,Hotel Desire,2011,2011-12-07,2011,12,Germany,Germany,de,97.948,6.0,117,True,6.39,"Drama, Romance",Romance
movies_118249,118249,Movie,Thriller Night,2011,2011-09-13,2011,9,United States of America,United States of America,en,95.291,6.9,98,True,6.72,"Animation, Music, Horror, Comedy",Animation
movies_118249,118249,Movie,Thriller Night,2011,2011-09-13,2011,9,United States of America,United States of America,en,95.291,6.9,98,True,6.72,"Animation, Music, Horror, Comedy",Music
movies_118249,118249,Movie,Thriller Night,2011,2011-09-13,2011,9,United States of America,United States of America,en,95.291,6.9,98,True,6.72,"Animation, Music, Horror, Comedy",Horror
movies_118249,118249,Movie,Thriller Night,2011,2011-09-13,2011,9,United States of America,United States of America,en,95.291,6.9,98,True,6.72,"Animation, Music, Horror, Comedy",Comedy
movies_50619,50619,Movie,The Twilight Saga: Breaking Dawn - Part 1,2011,2011-11-16,2011,11,United States of America,United States of America,en,89.456,6.196,8840,True,6.2,"Adventure, Fantasy, Romance",Adventure
movies_50619,50619,Movie,The Twilight Saga: Breaking Dawn - Part 1,2011,2011-11-16,2011,11,United States of America,United States of America,en,89.456,6.196,8840,True,6.2,"Adventure, Fantasy, Romance",Fantasy
