content_key,show_id,type,title,release_year,date_added,year_added,month_added,country,primary_country,language,popularity,vote_average,vote_count,has_valid_votes,weighted_rating,genres_harmonized,genre
movies_10192,10192,Movie,Shrek Forever After,2010,2010-05-16,2010,5,United States of America,United States of America,en,203.893,6.38,7449,True,6.39,"Comedy, Adventure, Fantasy, Animation, Family",Comedy
movies_10192,10192,Movie,Shrek Forever After,2010,2010-05-16,2010,5,United States of America,United States of America,en,203.893,6.38,7449,True,6.39,"Comedy, Adventure, Fantasy, Animation, Family",Adventure
movies_10192,10192,Movie,Shrek Forever After,2010,2010-05-16,2010,5,United States of America,United States of America,en,203.893,6.38,7449,True,6.39,"Comedy, Adventure, Fantasy, Animation, Family",Fantasy
movies_10192,10192,Movie,Shrek Forever After,2010,2010-05-16,2010,5,United States of America,United States of America,en,203.893,6.38,7449,True,6.39,"Comedy, Adventure, Fantasy, Animation, Family",Animation
movies_10192,10192,Movie,Shrek Forever After,2010,2010-05-16,2010,5,United States of America,United States of America,en,203.893,6.38,7449,True,6.39,"Comedy, Adventure, Fantasy, Animation, Family",Family
movies_27205,27205,Movie,Inception,2010,2010-07-15,2010,7,"United Kingdom, United States of America",United Kingdom,en,156.242,8.369,37119,True,8.36,"Action, Science Fiction, Adventure",Action
movies_27205,27205,Movie,Inception,2010,2010-07-15,2010,7,"United Kingdom, United States of America",United Kingdom,en,156.242,8.369,37119,True,8.36,"Action, Science Fiction, Adventure",Science Fiction
movies_27205,27205,Movie,Inception,2010,2010-07-15,2010,7,"United Kingdom, United States of America",United Kingdom,en,156.242,8.369,37119,True,8.36,"Action, Science Fiction, Adventure",Adventure
movies_12444,12444,Movie,Harry Potter and the Deathly Hallows: Part 1,2010,2010-11-17,2010,11,"United Kingdom, United States of America",United Kingdom,en,121.191,7.744,19327,True,7.73,"Adventure, Fantasy",Adventure
movies_12444,12444,Movie,Harry Potter and the Deathly Hallows: Part 1,2010,2010-11-17,2010,11,"United Kingdom, United States of America",United Kingdom,en,121.191,7.744,19327,True,7.73,"Adventure, Fantasy",Fantasy
movies_38757,38757,Movie,Tangled,2010,2010-11-24,2010,11,United States of America,United States of America,en,111.762,7.6,11638,True,7.58,"Animation, Family, Adventure",Animation
movies_38757,38757,Movie,Tangled,2010,2010-11-24,2010,11,United States of America,United States of America,en,111.762,7.6,11638,True,7.58,"Animation, Family, Adventure",Family
movies_38757,38757,Movie,Tangled,2010,2010-11-24,2010,11,United States of America,United States of America,en,111.762,7.6,11638,True,7.58,"Animation, Family, Adventure",Adventure
movies_10191,10191,Movie,How to Train Your Dragon,2010,2010-03-18,2010,3,United States of America,United States of America,en,110.044,7.8,13259,True,7.78,"Fantasy, Adventure, Animation, Family",Fantasy
movies_10191,10191,Movie,How to Train Your Dragon,2010,2010-03-18,2010,3,United States of America,United States of America,en,110.044,7.8,13259,True,7.78,"Fantasy, Adventure, Animation, Family",Adventure
movies_10191,10191,Movie,How to Train Your Dragon,2010,2010-03-18,2010,3,United States of America,United States of America,en,110.044,7.8,13259,True,7.78,"Fantasy, Adventure, Animation, Family",Animation
movies_10191,10191,Movie,How to Train Your Dragon,2010,2010-03-18,2010,3,United States of America,United States of America,en,110.044,7.8,13259,True,7.78,"Fantasy, Adventure, Animation, Family",Family
movies_11324,11324,Movie,Shutter Island,2010,2010-02-14,2010,2,United States of America,United States of America,en,101.551,8.2,24282,True,8.19,"Drama, Thriller, Mystery",Drama
movies_11324,11324,Movie,Shutter Island,2010,2010-02-14,2010,2,United States of America,United States of America,en,101.551,8.2,24282,True,8.19,"Drama, Thriller, Mystery",Thriller
movies_11324,11324,Movie,Shutter Island,2010,2010-02-14,2010,2,United States of America,United States of America,en,101.551,8.2,24282,True,8.19,"Drama, Thriller, Mystery",Mystery
movies_38575,38575,Movie,The Karate Kid,2010,2010-06-10,2010,6,"China, Hong Kong, United States of America",China,en,96.385,6.5,6082,True,6.5,"Action, Adventure, Drama, Family",Action
movies_38575,38575,Movie,The Karate Kid,2010,2010-06-10,2010,6,"China, Hong Kong, United States of America",China,en,96.385,6.5,6082,True,6.5,"Action, Adventure, Drama, Family",Adventure
movies_38575,38575,Movie,The Karate Kid,2010,2010-06-10,2010,6,"China, Hong Kong, United States of America",China,en,96.385,6.5,6082,True,6.5,"Action, Adventure, Drama, Family",Drama
movies_38575,38575,Movie,The Karate Kid,2010,2010-06-10,2010,6,"China, Hong Kong, United States of America",China,en,96.385,6.5,6082,True,6.5,"Action, Adventure, Drama, Family",Family
movies_10138,10138,Movie,Iron Man 2,2010,2010-04-28,2010,4,United States of America,United States of America,en,95.255,6.8,21222,True,6.8,"Adventure, Action, Science Fiction",Adventure
movies_10138,10138,Movie,Iron Man 2,2010,2010-04-28,2010,4,United States of America,United States of America,en,95.255,6.8,21222,True,6.8,"Adventure, Action, Science Fiction",Action
movies_10138,10138,Movie,Iron Man 2,2010,2010-04-28,2010,4,United States of America,United States of America,en,95.255,6.8,21222,True,6.8,"Adventure, Action, Science Fiction",Science Fiction
movies_38365,38365,Movie,Grown Ups,2010,2010-06-24,2010,6,United States of America,United States of America,en,93.281,6.394,6212,True,6.4,Comedy,Comedy
movies_48650,48650,Movie,Room in Rome,2010,2010-05-07,2010,5,"France, Spain",France,es,90.23,6.416,748,True,6.46,"Drama, Romance",Drama
movies_48650,48650,Movie,Room in Rome,2010,2010-05-07,2010,5,"France, Spain",France,es,90.23,6.416,748,True,6.46,"Drama, Romance",Romance
movies_20352,20352,Movie,Despicable Me,2010,2010-07-08,2010,7,United States of America,United States of America,en,86.361,7.2,15258,True,7.19,"Animation, Family, Comedy",Animation
movies_20352,20352,Movie,Despicable Me,2010,2010-07-08,2010,7,United States of America,United States of America,en,86.361,7.2,15258,True,7.19,"Animation, Family, Comedy",Family
movies_20352,20352,Movie,Despicable Me,2010,2010-07-08,2010,7,United States of America,United States of America,en,86.361,7.2,15258,True,7.19,"Animation, Family, Comedy",Comedy
movies_10193,10193,Movie,Toy Story 3,2010,2010-06-16,2010,6,United States of America,United States of America,en,83.097,7.8,14847,True,7.79,"Animation, Family, Comedy",Animation
movies_10193,10193,Movie,Toy Story 3,2010,2010-06-16,2010,6,United States of America,United States of America,en,83.097,7.8,14847,True,7.79,"Animation, Family, Comedy",Family
movies_10193,10193,Movie,Toy Story 3,2010,2010-06-16,2010,6,United States of America,United States of America,en,83.097,7.8,14847,True,7.79,"Animation, Family, Comedy",Comedy
movies_24021,24021,Movie,The Twilight Saga: Eclipse,2010,2010-06-23,2010,6,United States of America,United States of America,en,81.8,6.204,8829,True,6.21,"Adventure, Fantasy, Drama, Romance",Adventure
movies_24021,24021,Movie,The Twilight Saga: Eclipse,2010,2010-06-23,2010,6,United States of America,United States of America,en,81.8,6.204,8829,True,6.21,"Adventure, Fantasy, Drama, Romance",Fantasy
movies_24021,24021,Movie,The Twilight Saga: Eclipse,2010,2010-06-23,2010,6,United States of America,United States of America,en,81.8,6.204,8829,True,6.21,"Adventure, Fantasy, Drama, Romance",Drama
movies_24021,24021,Movie,The Twilight Saga: Eclipse,2010,2010-06-23,2010,6,United States of America,United States of America,en,81.8,6.204,8829,True,6.21,"Adventure, Fantasy, Drama, Romance",Romance
movies_12155,12155,Movie,Alice in Wonderland,2010,2010-03-03,2010,3,United States of America,United States of America,en,80.326,6.6,14114,True,6.6,"Family, Fantasy, Adventure",Family
movies_12155,12155,Movie,Alice in Wonderland,2010,2010-03-03,2010,3,United States of America,United States of America,en,80.326,6.6,14114,True,6.6,"Family, Fantasy, Adventure",Fantasy
movies_12155,12155,Movie,Alice in Wonderland,2010,2010-03-03,2010,3,United States of America,United States of America,en,80.326,6.6,14114,True,6.6,"Family, Fantasy, Adventure",Adventure
movies_73861,73861,Movie,A Serbian Film,2010,2010-06-16,2010,6,Serbia,Serbia,sr,74.238,5.471,2018,True,5.57,"Crime, Horror, Thriller",Crime
movies_73861,73861,Movie,A Serbian Film,2010,2010-06-16,2010,6,Serbia,Serbia,sr,74.238,5.471,2018,True,5.57,"Crime, Horror, Thriller",Horror
movies_73861,73861,Movie,A Serbian Film,2010,2010-06-16,2010,6,Serbia,Serbia,sr,74.238,5.471,2018,True,5.57,"Crime, Horror, Thriller",Thriller
movies_38234,38234,Movie,Undisputed III: Redemption,2010,2010-04-17,2010,4,United States of America,United States of America,en,71.837,7.517,925,True,7.37,"Action, Thriller, Crime, Drama",Action
movies_38234,38234,Movie,Undisputed III: Redemption,2010,2010-04-17,2010,4,United States of America,United States of America,en,71.837,7.517,925,True,7.37,"Action, Thriller, Crime, Drama",Thriller
movies_38234,38234,Movie,Undisputed III: Redemption,2010,2010-04-17,2010,4,United States of America,United States of America,en,71.837,7.517,925,True,7.37,"Action, Thriller, Crime, Drama",Crime
movies_38234,38234,Movie,Undisputed III: Redemption,2010,2010-04-17,2010,4,United States of America,United States of America,en,71.837,7.517,925,True,7.37,"Action, Thriller, Crime, Drama",Drama
movies_37799,37799,Movie,The Social Network,2010,2010-10-01,2010,10,United States of America,United States of America,en,69.048,7.368,12285,True,7.36,Drama,Drama
movies_61979,61979,Movie,Three Steps Above Heaven,2010,2010-12-03,2010,12,Spain,Spain,es,66.968,7.7,3095,True,7.64,"Romance, Drama",Romance
movies_61979,61979,Movie,Three Steps Above Heaven,2010,2010-12-03,2010,12,Spain,Spain,es,66.968,7.7,3095,True,7.64,"Romance, Drama",Drama
movies_32657,32657,Movie,Percy Jackson & the Olympians: The Lightning Thief,2010,2010-02-01,2010,2,United States of America,United States of America,en,64.865,6.21,7519,True,6.22,"Adventure, Fantasy, Family",Adventure
movies_32657,32657,Movie,Percy Jackson & the Olympians: The Lightning Thief,2010,2010-02-01,2010,2,United States of America,United States of America,en,64.865,6.21,7519,True,6.22,"Adventure, Fantasy, Family",Fantasy
movies_32657,32657,Movie,Percy Jackson & the Olympians: The Lightning Thief,2010,2010-02-01,2010,2,United States of America,United States of America,en,64.865,6.21,7519,True,6.22,"Adventure, Fantasy, Family",Family
movies_23168,23168,Movie,The Town,2010,2010-09-15,2010,9,"United Kingdom, United States of America",United Kingdom,en,58.865,7.2,5117,True,7.18,"Crime, Drama, Thriller",Crime
movies_23168,23168,Movie,The Town,2010,2010-09-15,2010,9,"United Kingdom, United States of America",United Kingdom,en,58.865,7.2,5117,True,7.18,"Crime, Drama, Thriller",Drama
movies_23168,23168,Movie,The Town,2010,2010-09-15,2010,9,"United Kingdom, United States of America",United Kingdom,en,58.865,7.2,5117,True,7.18,"Crime, Drama, Thriller",Thriller
movies_34851,34851,Movie,Predators,2010,2010-07-03,2010,7,United States of America,United States of America,en,58.518,6.3,4194,True,6.31,"Science Fiction, Action, Thriller",Science Fiction
movies_34851,34851,Movie,Predators,2010,2010-07-03,2010,7,United States of America,United States of America,en,58.518,6.3,4194,True,6.31,"Science Fiction, Action, Thriller",Action
movies_34851,34851,Movie,Predators,2010,2010-07-03,2010,7,United States of America,United States of America,en,58.518,6.3,4194,True,6.31,"Science Fiction, Action, Thriller",Thriller
movies_38055,38055,Movie,Megamind,2010,2010-10-28,2010,10,United States of America,United States of America,en,58.422,6.999,6944,True,6.99,"Animation, Action, Comedy, Family, Science Fiction",Animation
movies_38055,38055,Movie,Megamind,2010,2010-10-28,2010,10,United States of America,United States of America,en,58.422,6.999,6944,True,6.99,"Animation, Action, Comedy, Family, Science Fiction",Action
movies_38055,38055,Movie,Megamind,2010,2010-10-28,2010,10,United States of America,United States of America,en,58.422,6.999,6944,True,6.99,"Animation, Action, Comedy, Family, Science Fiction",Comedy
movies_38055,38055,Movie,Megamind,2010,2010-10-28,2010,10,United States of America,United States of America,en,58.422,6.999,6944,True,6.99,"Animation, Action, Comedy, Family, Science Fiction",Family
movies_38055,38055,Movie,Megamind,2010,2010-10-28,2010,10,United States of America,United States of America,en,58.422,6.999,6944,True,6.99,"Animation, Action, Comedy, Family, Science Fiction",Science Fiction
movies_10140,10140,Movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,2010-12-02,2010,12,"United Kingdom, United States of America",United Kingdom,en,53.64,6.4,5621,True,6.41,"Adventure, Family, Fantasy",Adventure
movies_10140,10140,Movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,2010-12-02,2010,12,"United Kingdom, United States of America",United Kingdom,en,53.64,6.4,5621,True,6.41,"Adventure, Family, Fantasy",Family
movies_10140,10140,Movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,2010-12-02,2010,12,"United Kingdom, United States of America",United Kingdom,en,53.64,6.4,5621,True,6.41,"Adventure, Family, Fantasy",Fantasy
movies_27578,27578,Movie,The Expendables,2010,2010-08-03,2010,8,"Bulgaria, United States of America",Bulgaria,en,53.249,6.248,7827,True,6.26,"Thriller, Adventure, Action",Thriller
movies_27578,27578,Movie,The Expendables,2010,2010-08-03,2010,8,"Bulgaria, United States of America",Bulgaria,en,53.249,6.248,7827,True,6.26,"Thriller, Adventure, Action",Adventure
movies_27578,27578,Movie,The Expendables,2010,2010-08-03,2010,8,"Bulgaria, United States of America",Bulgaria,en,53.249,6.248,7827,True,6.26,"Thriller, Adventure, Action",Action
movies_18823,18823,Movie,Clash of the Titans,2010,2010-03-26,2010,3,United States of America,United States of America,en,51.888,5.9,6308,True,5.92,"Adventure, Fantasy, Action",Adventure
movies_18823,18823,Movie,Clash of the Titans,2010,2010-03-26,2010,3,United States of America,United States of America,en,51.888,5.9,6308,True,5.92,"Adventure, Fantasy, Action",Fantasy
movies_18823,18823,Movie,Clash of the Titans,2010,2010-03-26,2010,3,United States of America,United States of America,en,51.888,5.9,6308,True,5.92,"Adventure, Fantasy, Action",Action
movies_44214,44214,Movie,Black Swan,2010,2010-12-03,2010,12,United States of America,United States of America,en,45.984,7.7,14650,True,7.69,"Drama, Thriller, Horror",Drama
movies_44214,44214,Movie,Black Swan,2010,2010-12-03,2010,12,United States of America,United States of America,en,45.984,7.7,14650,True,7.69,"Drama, Thriller, Horror",Thriller
movies_44214,44214,Movie,Black Swan,2010,2010-12-03,2010,12,United States of America,United States of America,en,45.984,7.7,14650,True,7.69,"Drama, Thriller, Horror",Horror
movies_23483,23483,Movie,Kick-Ass,2010,2010-03-26,2010,3,"United Kingdom, United States of America",United Kingdom,en,45.668,7.122,11730,True,7.11,"Action, Crime",Action
movies_23483,23483,Movie,Kick-Ass,2010,2010-03-26,2010,3,"United Kingdom, United States of America",United Kingdom,en,45.668,7.122,11730,True,7.11,"Action, Crime",Crime
movies_20526,20526,Movie,TRON: Legacy,2010,2010-12-14,2010,12,United States of America,United States of America,en,44.783,6.5,7236,True,6.5,"Adventure, Action, Science Fiction",Adventure
movies_20526,20526,Movie,TRON: Legacy,2010,2010-12-14,2010,12,United States of America,United States of America,en,44.783,6.5,7236,True,6.5,"Adventure, Action, Science Fiction",Action
movies_20526,20526,Movie,TRON: Legacy,2010,2010-12-14,2010,12,United States of America,United States of America,en,44.783,6.5,7236,True,6.5,"Adventure, Action, Science Fiction",Science Fiction
movies_52629,52629,Movie,El Infierno,2010,2010-09-03,2010,9,Mexico,Mexico,es,43.812,7.9,691,True,7.63,"Action, Crime, Western, Comedy, Drama",Action
movies_52629,52629,Movie,El Infierno,2010,2010-09-03,2010,9,Mexico,Mexico,es,43.812,7.9,691,True,7.63,"Action, Crime, Western, Comedy, Drama",Crime
movies_52629,52629,Movie,El Infierno,2010,2010-09-03,2010,9,Mexico,Mexico,es,43.812,7.9,691,True,7.63,"Action, Crime, Western, Comedy, Drama",Western
movies_52629,52629,Movie,El Infierno,2010,2010-09-03,2010,9,Mexico,Mexico,es,43.812,7.9,691,True,7.63,"Action, Crime, Western, Comedy, Drama",Comedy
movies_52629,52629,Movie,El Infierno,2010,2010-09-03,2010,9,Mexico,Mexico,es,43.812,7.9,691,True,7.63,"Action, Crime, Western, Comedy, Drama",Drama
movies_26389,26389,Movie,From Paris with Love,2010,2010-02-04,2010,2,"United Kingdom, France",United Kingdom,en,43.037,6.27,2043,True,6.3,"Action, Crime, Thriller",Action
movies_26389,26389,Movie,From Paris with Love,2010,2010-02-04,2010,2,"United Kingdom, France",United Kingdom,en,43.037,6.27,2043,True,6.3,"Action, Crime, Thriller",Crime
movies_26389,26389,Movie,From Paris with Love,2010,2010-02-04,2010,2,"United Kingdom, France",United Kingdom,en,43.037,6.27,2043,True,6.3,"Action, Crime, Thriller",Thriller
movies_10196,10196,Movie,The Last Airbender,2010,2010-06-30,2010,6,United States of America,United States of America,en,42.597,4.6,4004,True,4.69,"Action, Adventure, Fantasy",Action
movies_10196,10196,Movie,The Last Airbender,2010,2010-06-30,2010,6,United States of America,United States of America,en,42.597,4.6,4004,True,4.69,"Action, Adventure, Fantasy",Adventure
movies_10196,10196,Movie,The Last Airbender,2010,2010-06-30,2010,6,United States of America,United States of America,en,42.597,4.6,4004,True,4.69,"Action, Adventure, Fantasy",Fantasy
movies_27581,27581,Movie,The Other Guys,2010,2010-08-06,2010,8,United States of America,United States of America,en,40.669,6.3,4234,True,6.31,"Action, Comedy, Crime, Thriller",Action
movies_27581,27581,Movie,The Other Guys,2010,2010-08-06,2010,8,United States of America,United States of America,en,40.669,6.3,4234,True,6.31,"Action, Comedy, Crime, Thriller",Comedy
movies_27581,27581,Movie,The Other Guys,2010,2010-08-06,2010,8,United States of America,United States of America,en,40.669,6.3,4234,True,6.31,"Action, Comedy, Crime, Thriller",Crime
movies_27581,27581,Movie,The Other Guys,2010,2010-08-06,2010,8,United States of America,United States of America,en,40.669,6.3,4234,True,6.31,"Action, Comedy, Crime, Thriller",Thriller
movies_47931,47931,Movie,Elite Squad: The Enemy Within,2010,2010-10-08,2010,10,Brazil,Brazil,pt,40.66,7.811,1879,True,7.71,"Drama, Action, Crime",Drama
movies_47931,47931,Movie,Elite Squad: The Enemy Within,2010,2010-10-08,2010,10,Brazil,Brazil,pt,40.66,7.811,1879,True,7.71,"Drama, Action, Crime",Action
movies_47931,47931,Movie,Elite Squad: The Enemy Within,2010,2010-10-08,2010,10,Brazil,Brazil,pt,40.66,7.811,1879,True,7.71,"Drama, Action, Crime",Crime
movies_9543,9543,Movie,Prince of Persia: The Sands of Time,2010,2010-05-19,2010,5,United States of America,United States of America,en,39.509,6.3,6807,True,6.31,"Adventure, Fantasy, Action",Adventure
movies_9543,9543,Movie,Prince of Persia: The Sands of Time,2010,2010-05-19,2010,5,United States of America,United States of America,en,39.509,6.3,6807,True,6.31,"Adventure, Fantasy, Action",Fantasy
movies_9543,9543,Movie,Prince of Persia: The Sands of Time,2010,2010-05-19,2010,5,United States of America,United States of America,en,39.509,6.3,6807,True,6.31,"Adventure, Fantasy, Action",Action
movies_22538,22538,Movie,Scott Pilgrim vs. the World,2010,2010-08-12,2010,8,"Japan, United Kingdom, United States of America",Japan,en,39.321,7.491,7985,True,7.47,"Action, Comedy, Romance",Action
movies_22538,22538,Movie,Scott Pilgrim vs. the World,2010,2010-08-12,2010,8,"Japan, United Kingdom, United States of America",Japan,en,39.321,7.491,7985,True,7.47,"Action, Comedy, Romance",Comedy
movies_22538,22538,Movie,Scott Pilgrim vs. the World,2010,2010-08-12,2010,8,"Japan, United Kingdom, United States of America",Japan,en,39.321,7.491,7985,True,7.47,"Action, Comedy, Romance",Romance
movies_22894,22894,Movie,Legion,2010,2010-01-21,2010,1,United States of America,United States of America,en,38.772,5.9,2656,True,5.95,"Horror, Action, Fantasy",Horror
movies_22894,22894,Movie,Legion,2010,2010-01-21,2010,1,United States of America,United States of America,en,38.772,5.9,2656,True,5.95,"Horror, Action, Fantasy",Action
movies_22894,22894,Movie,Legion,2010,2010-01-21,2010,1,United States of America,United States of America,en,38.772,5.9,2656,True,5.95,"Horror, Action, Fantasy",Fantasy
movies_51608,51608,Movie,The Man from Nowhere,2010,2010-08-04,2010,8,South Korea,South Korea,ko,38.694,7.7,1348,True,7.57,"Action, Thriller, Crime",Action
movies_51608,51608,Movie,The Man from Nowhere,2010,2010-08-04,2010,8,South Korea,South Korea,ko,38.694,7.7,1348,True,7.57,"Action, Thriller, Crime",Thriller
movies_51608,51608,Movie,The Man from Nowhere,2010,2010-08-04,2010,8,South Korea,South Korea,ko,38.694,7.7,1348,True,7.57,"Action, Thriller, Crime",Crime
movies_43947,43947,Movie,I Spit on Your Grave,2010,2010-06-17,2010,6,United States of America,United States of America,en,38.125,6.5,2344,True,6.51,"Thriller, Crime, Horror",Thriller
movies_43947,43947,Movie,I Spit on Your Grave,2010,2010-06-17,2010,6,United States of America,United States of America,en,38.125,6.5,2344,True,6.51,"Thriller, Crime, Horror",Crime
movies_43947,43947,Movie,I Spit on Your Grave,2010,2010-06-17,2010,6,United States of America,United States of America,en,38.125,6.5,2344,True,6.51,"Thriller, Crime, Horror",Horror
movies_44115,44115,Movie,127 Hours,2010,2010-11-12,2010,11,"France, United Kingdom, United States of America",France,en,37.971,7.1,7606,True,7.09,"Adventure, Drama, Thriller",Adventure
movies_44115,44115,Movie,127 Hours,2010,2010-11-12,2010,11,"France, United Kingdom, United States of America",France,en,37.971,7.1,7606,True,7.09,"Adventure, Drama, Thriller",Drama
movies_44115,44115,Movie,127 Hours,2010,2010-11-12,2010,11,"France, United Kingdom, United States of America",France,en,37.971,7.1,7606,True,7.09,"Adventure, Drama, Thriller",Thriller
movies_39514,39514,Movie,RED,2010,2010-10-13,2010,10,United States of America,United States of America,en,36.185,6.7,6751,True,6.7,"Action, Adventure, Comedy, Crime, Thriller",Action
movies_39514,39514,Movie,RED,2010,2010-10-13,2010,10,United States of America,United States of America,en,36.185,6.7,6751,True,6.7,"Action, Adventure, Comedy, Crime, Thriller",Adventure
movies_39514,39514,Movie,RED,2010,2010-10-13,2010,10,United States of America,United States of America,en,36.185,6.7,6751,True,6.7,"Action, Adventure, Comedy, Crime, Thriller",Comedy
movies_39514,39514,Movie,RED,2010,2010-10-13,2010,10,United States of America,United States of America,en,36.185,6.7,6751,True,6.7,"Action, Adventure, Comedy, Crime, Thriller",Crime
movies_39514,39514,Movie,RED,2010,2010-10-13,2010,10,United States of America,United States of America,en,36.185,6.7,6751,True,6.7,"Action, Adventure, Comedy, Crime, Thriller",Thriller
movies_573531,573531,Movie,Halo Legends,2010,2010-02-16,2010,2,"Germany, Japan, United States of America",Germany,en,36.147,7.3,161,True,6.94,"Animation, War, Action, Science Fiction",Animation
movies_573531,573531,Movie,Halo Legends,2010,2010-02-16,2010,2,"Germany, Japan, United States of America",Germany,en,36.147,7.3,161,True,6.94,"Animation, War, Action, Science Fiction",War
movies_573531,573531,Movie,Halo Legends,2010,2010-02-16,2010,2,"Germany, Japan, United States of America",Germany,en,36.147,7.3,161,True,6.94,"Animation, War, Action, Science Fiction",Action
movies_573531,573531,Movie,Halo Legends,2010,2010-02-16,2010,2,"Germany, Japan, United States of America",Germany,en,36.147,7.3,161,True,6.94,"Animation, War, Action, Science Fiction",Science Fiction
movies_35552,35552,Movie,The Extraordinary Adventures of Adèle Blanc-Sec,2010,2010-04-09,2010,4,France,France,fr,35.816,6.2,1368,True,6.25,"Fantasy, Adventure, Action, Mystery",Fantasy
movies_35552,35552,Movie,The Extraordinary Adventures of Adèle Blanc-Sec,2010,2010-04-09,2010,4,France,France,fr,35.816,6.2,1368,True,6.25,"Fantasy, Adventure, Action, Mystery",Adventure
movies_35552,35552,Movie,The Extraordinary Adventures of Adèle Blanc-Sec,2010,2010-04-09,2010,4,France,France,fr,35.816,6.2,1368,True,6.25,"Fantasy, Adventure, Action, Mystery",Action
movies_35552,35552,Movie,The Extraordinary Adventures of Adèle Blanc-Sec,2010,2010-04-09,2010,4,France,France,fr,35.816,6.2,1368,True,6.25,"Fantasy, Adventure, Action, Mystery",Mystery
movies_27576,27576,Movie,Salt,2010,2010-07-21,2010,7,United States of America,United States of America,en,35.711,6.4,5537,True,6.41,"Action, Mystery, Thriller",Action
movies_27576,27576,Movie,Salt,2010,2010-07-21,2010,7,United States of America,United States of America,en,35.711,6.4,5537,True,6.41,"Action, Mystery, Thriller",Mystery
movies_27576,27576,Movie,Salt,2010,2010-07-21,2010,7,United States of America,United States of America,en,35.711,6.4,5537,True,6.41,"Action, Mystery, Thriller",Thriller
movies_46738,46738,Movie,Incendies,2010,2010-09-17,2010,9,"Canada, France",Canada,fr,35.555,8.1,2830,True,8.01,"Drama, War, Mystery",Drama
movies_46738,46738,Movie,Incendies,2010,2010-09-17,2010,9,"Canada, France",Canada,fr,35.555,8.1,2830,True,8.01,"Drama, War, Mystery",War
movies_46738,46738,Movie,Incendies,2010,2010-09-17,2010,9,"Canada, France",Canada,fr,35.555,8.1,2830,True,8.01,"Drama, War, Mystery",Mystery
movies_44918,44918,Movie,Titanic II,2010,2010-08-07,2010,8,United States of America,United States of America,en,35.09,5.0,424,True,5.49,"Action, Thriller, Romance, Adventure",Action
movies_44918,44918,Movie,Titanic II,2010,2010-08-07,2010,8,United States of America,United States of America,en,35.09,5.0,424,True,5.49,"Action, Thriller, Romance, Adventure",Thriller
movies_44918,44918,Movie,Titanic II,2010,2010-08-07,2010,8,United States of America,United States of America,en,35.09,5.0,424,True,5.49,"Action, Thriller, Romance, Adventure",Romance
movies_44918,44918,Movie,Titanic II,2010,2010-08-07,2010,8,United States of America,United States of America,en,35.09,5.0,424,True,5.49,"Action, Thriller, Romance, Adventure",Adventure
movies_43949,43949,Movie,Flipped,2010,2010-08-06,2010,8,United States of America,United States of America,en,34.886,8.016,3062,True,7.94,"Romance, Drama",Romance
movies_43949,43949,Movie,Flipped,2010,2010-08-06,2010,8,United States of America,United States of America,en,34.886,8.016,3062,True,7.94,"Romance, Drama",Drama
movies_43347,43347,Movie,Love & Other Drugs,2010,2010-11-04,2010,11,United States of America,United States of America,en,34.685,7.0,5196,True,6.99,"Drama, Comedy, Romance",Drama
movies_43347,43347,Movie,Love & Other Drugs,2010,2010-11-04,2010,11,United States of America,United States of America,en,34.685,7.0,5196,True,6.99,"Drama, Comedy, Romance",Comedy
movies_43347,43347,Movie,Love & Other Drugs,2010,2010-11-04,2010,11,United States of America,United States of America,en,34.685,7.0,5196,True,6.99,"Drama, Comedy, Romance",Romance
movies_35019,35019,Movie,Nanny McPhee and the Big Bang,2010,2010-03-26,2010,3,"United States of America, United Kingdom, France",United States of America,en,34.409,6.3,1847,True,6.33,"Comedy, Fantasy, Family",Comedy
movies_35019,35019,Movie,Nanny McPhee and the Big Bang,2010,2010-03-26,2010,3,"United States of America, United Kingdom, France",United States of America,en,34.409,6.3,1847,True,6.33,"Comedy, Fantasy, Family",Fantasy
movies_35019,35019,Movie,Nanny McPhee and the Big Bang,2010,2010-03-26,2010,3,"United States of America, United Kingdom, France",United States of America,en,34.409,6.3,1847,True,6.33,"Comedy, Fantasy, Family",Family
movies_43593,43593,Movie,Piranha 3D,2010,2010-08-20,2010,8,United States of America,United States of America,en,34.009,5.4,2238,True,5.49,"Comedy, Horror",Comedy
movies_43593,43593,Movie,Piranha 3D,2010,2010-08-20,2010,8,United States of America,United States of America,en,34.009,5.4,2238,True,5.49,"Comedy, Horror",Horror
movies_44683,44683,Movie,Tinker Bell and the Great Fairy Rescue,2010,2010-07-29,2010,7,"India, United States of America",India,en,33.522,6.7,945,True,6.69,"Animation, Adventure, Family, Fantasy",Animation
movies_44683,44683,Movie,Tinker Bell and the Great Fairy Rescue,2010,2010-07-29,2010,7,"India, United States of America",India,en,33.522,6.7,945,True,6.69,"Animation, Adventure, Family, Fantasy",Adventure
movies_44683,44683,Movie,Tinker Bell and the Great Fairy Rescue,2010,2010-07-29,2010,7,"India, United States of America",India,en,33.522,6.7,945,True,6.69,"Animation, Adventure, Family, Fantasy",Family
movies_44683,44683,Movie,Tinker Bell and the Great Fairy Rescue,2010,2010-07-29,2010,7,"India, United States of America",India,en,33.522,6.7,945,True,6.69,"Animation, Adventure, Family, Fantasy",Fantasy
